序號,答案
20240520150006,140.52118
20240520151006,140.52118
20240520152006,140.52118
20240520153006,140.52118
20240520154006,140.52118
20240520155006,143.93072
20240520160006,143.93072
20240520161006,143.93072
20240520162006,143.93072
20240520163006,143.93072
20240520164006,143.93072
20240520165006,143.93072
20240527090006,122.30229
20240527091006,147.85203
20240527092006,147.85203
20240527093006,147.85203
20240527094006,147.85203
20240527095006,147.85203
20240527100006,147.85203
20240527101006,147.85203
20240527102006,147.85203
20240527103006,147.85203
20240527104006,147.85203
20240527105006,147.85203
20240527110006,143.93072
20240527111006,147.85203
20240527112006,147.85203
20240527113006,147.85203
20240527114006,147.85203
20240527115006,129.80671
20240527120006,129.80671
20240527121006,129.80671
20240527122006,129.80671
20240527123006,129.80671
20240527124006,129.80671
20240527125006,143.93072
20240527130006,143.93072
20240527131006,143.93072
20240527132006,143.93072
20240527133006,143.93072
20240527134006,143.93072
20240527135006,140.52118
20240527140006,140.52118
20240527141006,140.52118
20240527142006,140.52118
20240527143006,140.52118
20240527144006,140.52118
20240527145006,140.52118
20240527150006,140.52118
20240527151006,140.52118
20240527152006,140.52118
20240527153006,140.52118
20240527154006,140.52118
20240527155006,143.93072
20240527160006,143.93072
20240527161006,143.93072
20240527162006,143.93072
20240527163006,143.93072
20240527164006,143.93072
20240527165006,143.93072
20240625090006,139.60674
20240625091006,147.85203
20240625092006,147.85203
20240625093006,147.85203
20240625094006,147.85203
20240625095006,147.85203
20240625100006,147.85203
20240625101006,147.85203
20240625102006,147.85203
20240625103006,147.85203
20240625104006,147.85203
20240625105006,147.85203
20240625110006,143.93072
20240625111006,147.85203
20240625112006,147.85203
20240625113006,147.85203
20240625114006,147.85203
20240625115006,129.80671
20240625120006,129.80671
20240625121006,129.80671
20240625122006,129.80671
20240625123006,129.80671
20240625124006,129.80671
20240625125006,143.93072
20240625130006,143.93072
20240625131006,143.93072
20240625132006,143.93072
20240625133006,143.93072
20240625134006,143.93072
20240625135006,140.52118
20240625140006,140.52118
20240625141006,140.52118
20240625142006,140.52118
20240625143006,140.52118
20240625144006,140.52118
20240625145006,140.52118
20240625150006,140.52118
20240625151006,140.52118
20240625152006,140.52118
20240625153006,140.52118
20240625154006,140.52118
20240625155006,143.93072
20240625160006,143.93072
20240625161006,143.93072
20240625162006,143.93072
20240625163006,143.93072
20240625164006,143.93072
20240625165006,143.93072
20240629090006,141.04162
20240629091006,147.85203
20240629092006,147.85203
20240629093006,147.85203
20240629094006,147.85203
20240629095006,147.85203
20240629100006,147.85203
20240629101006,147.85203
20240629102006,147.85203
20240629103006,147.85203
20240629104006,147.85203
20240629105006,147.85203
20240629110006,143.93072
20240629111006,147.85203
20240629112006,147.85203
20240629113006,147.85203
20240629114006,147.85203
20240629115006,129.80671
20240629120006,129.80671
20240629121006,129.80671
20240629122006,129.80671
20240629123006,129.80671
20240629124006,129.80671
20240629125006,143.93072
20240629130006,143.93072
20240629131006,143.93072
20240629132006,143.93072
20240629133006,143.93072
20240629134006,143.93072
20240629135006,140.52118
20240629140006,140.52118
20240629141006,140.52118
20240629142006,140.52118
20240629143006,140.52118
20240629144006,140.52118
20240629145006,140.52118
20240629150006,140.52118
20240629151006,140.52118
20240629152006,140.52118
20240629153006,140.52118
20240629154006,140.52118
20240629155006,143.93072
20240629160006,143.93072
20240629161006,143.93072
20240629162006,143.93072
20240629163006,143.93072
20240629164006,143.93072
20240629165006,143.93072
20240706090006,139.60674
20240706091006,147.85203
20240706092006,147.85203
20240706093006,147.85203
20240706094006,147.85203
20240706095006,147.85203
20240706100006,143.93072
20240706101006,147.85203
20240706102006,143.93072
20240706103006,143.93072
20240706104006,143.93072
20240706105006,143.93072
20240706110006,143.93072
20240706111006,147.85203
20240706112006,147.85203
20240706113006,147.85203
20240706114006,147.85203
20240706115006,129.80671
20240706120006,129.80671
20240706121006,129.80671
20240706122006,129.80671
20240706123006,129.80671
20240706124006,129.80671
20240706125006,143.93072
20240706130006,143.93072
20240706131006,143.93072
20240706132006,143.93072
20240706133006,143.93072
20240706134006,143.93072
20240706135006,140.52118
20240706140006,140.52118
20240706141006,140.52118
20240706142006,140.52118
20240706143006,140.52118
20240706144006,140.52118
20240706145006,140.52118
20240706150006,140.52118
20240706151006,140.52118
20240706152006,140.52118
20240706153006,140.52118
20240706154006,140.52118
20240706155006,143.93072
20240706160006,143.93072
20240706161006,143.93072
20240706162006,143.93072
20240706163006,143.93072
20240706164006,143.93072
20240706165006,143.93072
20240722090006,139.60674
20240722091006,147.85203
20240722092006,147.85203
20240722093006,147.85203
20240722094006,147.85203
20240722095006,147.85203
20240722100006,147.85203
20240722101006,147.85203
20240722102006,147.85203
20240722103006,147.85203
20240722104006,147.85203
20240722105006,147.85203
20240722110006,143.93072
20240722111006,147.85203
20240722112006,147.85203
20240722113006,147.85203
20240722114006,147.85203
20240722115006,129.80671
20240722120006,129.80671
20240722121006,129.80671
20240722122006,129.80671
20240722123006,129.80671
20240722124006,129.80671
20240722125006,143.93072
20240722130006,143.93072
20240722131006,143.93072
20240722132006,143.93072
20240722133006,143.93072
20240722134006,143.93072
20240722135006,140.52118
20240722140006,140.52118
20240722141006,140.52118
20240722142006,140.52118
20240722143006,140.52118
20240722144006,140.52118
20240722145006,140.52118
20240722150006,140.52118
20240722151006,140.52118
20240722152006,140.52118
20240722153006,140.52118
20240722154006,140.52118
20240722155006,143.93072
20240722160006,143.93072
20240722161006,143.93072
20240722162006,143.93072
20240722163006,143.93072
20240722164006,143.93072
20240722165006,143.93072
20240526090007,147.85203
20240526091007,147.85203
20240526092007,147.85203
20240526093007,147.85203
20240526094007,147.85203
20240526095007,147.85203
20240526100007,147.85203
20240526101007,147.85203
20240526102007,147.85203
20240526103007,147.85203
20240526104007,147.85203
20240526105007,147.85203
20240526110007,143.93072
20240526111007,147.85203
20240526112007,147.85203
20240526113007,147.85203
20240526114007,147.85203
20240526115007,129.80671
20240526120007,129.80671
20240526121007,129.80671
20240526122007,129.80671
20240526123007,129.80671
20240526124007,129.80671
20240526125007,143.93072
20240526130007,143.93072
20240526131007,143.93072
20240526132007,143.93072
20240526133007,143.93072
20240526134007,143.93072
20240526135007,140.52118
20240526140007,140.52118
20240526141007,140.52118
20240526142007,140.52118
20240526143007,140.52118
20240526144007,140.52118
20240526145007,140.52118
20240526150007,140.52118
20240526151007,140.52118
20240526152007,140.52118
20240526153007,140.52118
20240526154007,140.52118
20240526155007,143.93072
20240526160007,143.93072
20240526161007,143.93072
20240526162007,143.93072
20240526163007,143.93072
20240526164007,143.93072
20240526165007,143.93072
20240612090007,147.85203
20240612091007,147.85203
20240612092007,147.85203
20240612093007,147.85203
20240612094007,147.85203
20240612095007,147.85203
20240612100007,147.85203
20240612101007,147.85203
20240612102007,147.85203
20240612103007,147.85203
20240612104007,147.85203
20240612105007,147.85203
20240612110007,143.93072
20240612111007,147.85203
20240612112007,147.85203
20240612113007,147.85203
20240612114007,147.85203
20240612115007,129.80671
20240612120007,129.80671
20240612121007,129.80671
20240612122007,129.80671
20240612123007,129.80671
20240612124007,129.80671
20240612125007,143.93072
20240612130007,143.93072
20240612131007,143.93072
20240612132007,143.93072
20240612133007,143.93072
20240612134007,143.93072
20240612135007,140.52118
20240612140007,140.52118
20240612141007,140.52118
20240612142007,140.52118
20240612143007,140.52118
20240612144007,140.52118
20240612145007,140.52118
20240612150007,140.52118
20240612151007,140.52118
20240612152007,140.52118
20240612153007,140.52118
20240612154007,140.52118
20240612155007,143.93072
20240612160007,143.93072
20240612161007,143.93072
20240612162007,143.93072
20240612163007,143.93072
20240612164007,143.93072
20240612165007,143.93072
20240615090007,140.03984
20240615091007,147.85203
20240615092007,147.85203
20240615093007,147.85203
20240615094007,147.85203
20240615095007,147.85203
20240615100007,147.85203
20240615101007,147.85203
20240615102007,147.85203
20240615103007,147.85203
20240615104007,147.85203
20240615105007,147.85203
20240615110007,143.93072
20240615111007,147.85203
20240615112007,147.85203
20240615113007,147.85203
20240615114007,147.85203
20240615115007,129.80671
20240615120007,129.80671
20240615121007,129.80671
20240615122007,129.80671
20240615123007,129.80671
20240615124007,129.80671
20240615125007,143.93072
20240615130007,143.93072
20240615131007,143.93072
20240615132007,143.93072
20240615133007,143.93072
20240615134007,143.93072
20240615135007,140.52118
20240615140007,140.52118
20240615141007,140.52118
20240615142007,140.52118
20240615143007,140.52118
20240615144007,140.52118
20240615145007,140.52118
20240615150007,140.52118
20240615151007,140.52118
20240615152007,140.52118
20240615153007,140.52118
20240615154007,140.52118
20240615155007,143.93072
20240615160007,143.93072
20240615161007,143.93072
20240615162007,143.93072
20240615163007,143.93072
20240615164007,143.93072
20240615165007,143.93072
20240717090007,140.03984
20240717091007,147.85203
20240717092007,147.85203
20240717093007,147.85203
20240717094007,147.85203
20240717095007,147.85203
20240717100007,147.85203
20240717101007,147.85203
20240717102007,147.85203
20240717103007,147.85203
20240717104007,147.85203
20240717105007,147.85203
20240717110007,143.93072
20240717111007,147.85203
20240717112007,147.85203
20240717113007,147.85203
20240717114007,147.85203
20240717115007,129.80671
20240717120007,129.80671
20240717121007,129.80671
20240717122007,129.80671
20240717123007,129.80671
20240717124007,129.80671
20240717125007,143.93072
20240717130007,143.93072
20240717131007,143.93072
20240717132007,143.93072
20240717133007,143.93072
20240717134007,143.93072
20240717135007,140.52118
20240717140007,140.52118
20240717141007,140.52118
20240717142007,140.52118
20240717143007,140.52118
20240717144007,140.52118
20240717145007,140.52118
20240717150007,140.52118
20240717151007,140.52118
20240717152007,140.52118
20240717153007,140.52118
20240717154007,140.52118
20240717155007,143.93072
20240717160007,143.93072
20240717161007,143.93072
20240717162007,143.93072
20240717163007,143.93072
20240717164007,143.93072
20240717165007,143.93072
20240124090008,159.32751
20240124091008,159.32751
20240124092008,155.2933
20240124093008,140.52118
20240124094008,140.52118
20240124095008,143.93072
20240124100008,147.85203
20240124101008,143.93072
20240124102008,140.52118
20240124103008,140.52118
20240124104008,125.31182
20240124105008,125.31182
20240124110008,143.93072
20240124111008,147.85203
20240124112008,147.85203
20240124113008,147.85203
20240124114008,147.85203
20240124115008,129.80671
20240124120008,129.80671
20240124121008,129.80671
20240124122008,129.80671
20240124123008,129.80671
20240124124008,129.80671
20240124125008,143.93072
20240124130008,143.93072
20240124131008,143.93072
20240124132008,143.93072
20240124133008,143.93072
20240124134008,143.93072
20240124135008,140.52118
20240124140008,140.52118
20240124141008,140.52118
20240124142008,140.52118
20240124143008,140.52118
20240124144008,140.52118
20240124145008,140.52118
20240124150008,140.52118
20240124151008,140.52118
20240124152008,140.52118
20240124153008,140.52118
20240124154008,140.52118
20240124155008,143.93072
20240124160008,143.93072
20240124161008,143.93072
20240124162008,143.93072
20240124163008,143.93072
20240124164008,143.93072
20240124165008,143.93072
20240128090008,159.32751
20240128091008,159.32751
20240128092008,140.52118
20240128093008,140.52118
20240128094008,140.52118
20240128095008,143.93072
20240128100008,147.85203
20240128101008,143.93072
20240128102008,143.93072
20240128103008,140.52118
20240128104008,125.31182
20240128105008,125.31182
20240128110008,143.93072
20240128111008,147.85203
20240128112008,147.85203
20240128113008,147.85203
20240128114008,147.85203
20240128115008,129.80671
20240128120008,129.80671
20240128121008,129.80671
20240128122008,129.80671
20240128123008,129.80671
20240128124008,129.80671
20240128125008,143.93072
20240128130008,143.93072
20240128131008,143.93072
20240128132008,143.93072
20240128133008,143.93072
20240128134008,143.93072
20240128135008,140.52118
20240128140008,140.52118
20240128141008,140.52118
20240128142008,140.52118
20240128143008,140.52118
20240128144008,140.52118
20240128145008,140.52118
20240128150008,140.52118
20240128151008,140.52118
20240128152008,140.52118
20240128153008,140.52118
20240128154008,140.52118
20240128155008,143.93072
20240128160008,143.93072
20240128161008,143.93072
20240128162008,143.93072
20240128163008,143.93072
20240128164008,143.93072
20240128165008,143.93072
20240204090008,159.32751
20240204091008,159.32751
20240204092008,140.52118
20240204093008,140.52118
20240204094008,140.52118
20240204095008,143.93072
20240204100008,147.85203
20240204101008,143.93072
20240204102008,143.93072
20240204103008,125.31182
20240204104008,125.31182
20240204105008,125.31182
20240204110008,143.93072
20240204111008,147.85203
20240204112008,147.85203
20240204113008,147.85203
20240204114008,147.85203
20240204115008,129.80671
20240204120008,129.80671
20240204121008,129.80671
20240204122008,129.80671
20240204123008,129.80671
20240204124008,129.80671
20240204125008,143.93072
20240204130008,143.93072
20240204131008,143.93072
20240204132008,143.93072
20240204133008,143.93072
20240204134008,143.93072
20240204135008,140.52118
20240204140008,140.52118
20240204141008,140.52118
20240204142008,140.52118
20240204143008,140.52118
20240204144008,140.52118
20240204145008,140.52118
20240204150008,140.52118
20240204151008,140.52118
20240204152008,140.52118
20240204153008,140.52118
20240204154008,140.52118
20240204155008,143.93072
20240204160008,143.93072
20240204161008,143.93072
20240204162008,143.93072
20240204163008,143.93072
20240204164008,143.93072
20240204165008,143.93072
20240218090008,159.32751
20240218091008,159.32751
20240218092008,155.2933
20240218093008,140.52118
20240218094008,140.52118
20240218095008,140.52118
20240218100008,143.93072
20240218101008,140.52118
20240218102008,125.31182
20240218103008,125.31182
20240218104008,140.08394
20240218105008,125.31182
20240218110008,143.93072
20240218111008,147.85203
20240218112008,147.85203
20240218113008,147.85203
20240218114008,147.85203
20240218115008,129.80671
20240218120008,129.80671
20240218121008,129.80671
20240218122008,129.80671
20240218123008,129.80671
20240218124008,129.80671
20240218125008,143.93072
20240218130008,143.93072
20240218131008,143.93072
20240218132008,143.93072
20240218133008,143.93072
20240218134008,143.93072
20240218135008,140.52118
20240218140008,140.52118
20240218141008,140.52118
20240218142008,140.52118
20240218143008,140.52118
20240218144008,140.52118
20240218145008,140.52118
20240218150008,140.52118
20240218151008,140.52118
20240218152008,140.52118
20240218153008,140.52118
20240218154008,140.52118
20240218155008,143.93072
20240218160008,143.93072
20240218161008,143.93072
20240218162008,143.93072
20240218163008,143.93072
20240218164008,143.93072
20240218165008,143.93072
20240305090008,127.62735
20240305091008,132.19777
20240305092008,132.19777
20240305093008,147.85203
20240305094008,147.85203
20240305095008,147.85203
20240305100008,147.85203
20240305101008,147.85203
20240305102008,147.85203
20240305103008,147.85203
20240305104008,147.85203
20240305105008,147.85203
20240305110008,143.93072
20240305111008,147.85203
20240305112008,147.85203
20240305113008,147.85203
20240305114008,147.85203
20240305115008,129.80671
20240305120008,129.80671
20240305121008,129.80671
20240305122008,129.80671
20240305123008,129.80671
20240305124008,129.80671
20240305125008,143.93072
20240305130008,143.93072
20240305131008,143.93072
20240305132008,143.93072
20240305133008,143.93072
20240305134008,143.93072
20240305135008,140.52118
20240305140008,140.52118
20240305141008,140.52118
20240305142008,140.52118
20240305143008,140.52118
20240305144008,140.52118
20240305145008,140.52118
20240305150008,140.52118
20240305151008,140.52118
20240305152008,140.52118
20240305153008,140.52118
20240305154008,140.52118
20240305155008,143.93072
20240305160008,143.93072
20240305161008,143.93072
20240305162008,143.93072
20240305163008,143.93072
20240305164008,143.93072
20240305165008,143.93072
20240325090008,147.85203
20240325091008,147.85203
20240325092008,147.85203
20240325093008,147.85203
20240325094008,147.85203
20240325095008,147.85203
20240325100008,147.85203
20240325101008,147.85203
20240325102008,147.85203
20240325103008,147.85203
20240325104008,147.85203
20240325105008,147.85203
20240325110008,143.93072
20240325111008,147.85203
20240325112008,147.85203
20240325113008,147.85203
20240325114008,147.85203
20240325115008,129.80671
20240325120008,129.80671
20240325121008,129.80671
20240325122008,129.80671
20240325123008,129.80671
20240325124008,129.80671
20240325125008,143.93072
20240325130008,143.93072
20240325131008,143.93072
20240325132008,143.93072
20240325133008,143.93072
20240325134008,143.93072
20240325135008,140.52118
20240325140008,140.52118
20240325141008,140.52118
20240325142008,140.52118
20240325143008,140.52118
20240325144008,140.52118
20240325145008,140.52118
20240325150008,140.52118
20240325151008,140.52118
20240325152008,140.52118
20240325153008,140.52118
20240325154008,140.52118
20240325155008,143.93072
20240325160008,143.93072
20240325161008,143.93072
20240325162008,143.93072
20240325163008,143.93072
20240325164008,143.93072
20240325165008,143.93072
20240518090008,132.19777
20240518091008,132.19777
20240518092008,132.19777
20240518093008,132.19777
20240518094008,132.19777
20240518095008,132.19777
20240518100008,147.85203
20240518101008,147.85203
20240518102008,147.85203
20240518103008,147.85203
20240518104008,147.85203
20240518105008,147.85203
20240518110008,143.93072
20240518111008,147.85203
20240518112008,147.85203
20240518113008,147.85203
20240518114008,147.85203
20240518115008,129.80671
20240518120008,129.80671
20240518121008,129.80671
20240518122008,129.80671
20240518123008,129.80671
20240518124008,129.80671
20240518125008,143.93072
20240518130008,143.93072
20240518131008,143.93072
20240518132008,143.93072
20240518133008,143.93072
20240518134008,143.93072
20240518135008,140.52118
20240518140008,140.52118
20240518141008,140.52118
20240518142008,140.52118
20240518143008,140.52118
20240518144008,140.52118
20240518145008,140.52118
20240518150008,140.52118
20240518151008,140.52118
20240518152008,140.52118
20240518153008,140.52118
20240518154008,140.52118
20240518155008,143.93072
20240518160008,143.93072
20240518161008,143.93072
20240518162008,143.93072
20240518163008,143.93072
20240518164008,143.93072
20240518165008,143.93072
20240526090008,147.85203
20240526091008,147.85203
20240526092008,147.85203
20240526093008,147.85203
20240526094008,132.19777
20240526095008,132.19777
20240526100008,147.85203
20240526101008,147.85203
20240526102008,147.85203
20240526103008,147.85203
20240526104008,147.85203
20240526105008,132.19777
20240526110008,143.93072
20240526111008,147.85203
20240526112008,147.85203
20240526113008,147.85203
20240526114008,147.85203
20240526115008,129.80671
20240526120008,129.80671
20240526121008,129.80671
20240526122008,129.80671
20240526123008,129.80671
20240526124008,129.80671
20240526125008,143.93072
20240526130008,143.93072
20240526131008,143.93072
20240526132008,143.93072
20240526133008,143.93072
20240526134008,143.93072
20240526135008,140.52118
20240526140008,140.52118
20240526141008,140.52118
20240526142008,140.52118
20240526143008,140.52118
20240526144008,140.52118
20240526145008,140.52118
20240526150008,140.52118
20240526151008,140.52118
20240526152008,140.52118
20240526153008,140.52118
20240526154008,140.52118
20240526155008,143.93072
20240526160008,143.93072
20240526161008,143.93072
20240526162008,143.93072
20240526163008,143.93072
20240526164008,143.93072
20240526165008,143.93072
20240529090008,147.85203
20240529091008,147.85203
20240529092008,147.85203
20240529093008,147.85203
20240529094008,132.19777
20240529095008,132.19777
20240529100008,147.85203
20240529101008,147.85203
20240529102008,147.85203
20240529103008,147.85203
20240529104008,147.85203
20240529105008,147.85203
20240529110008,143.93072
20240529111008,147.85203
20240529112008,147.85203
20240529113008,147.85203
20240529114008,147.85203
20240529115008,129.80671
20240529120008,129.80671
20240529121008,129.80671
20240529122008,129.80671
20240529123008,129.80671
20240529124008,129.80671
20240529125008,143.93072
20240529130008,143.93072
20240529131008,143.93072
20240529132008,143.93072
20240529133008,143.93072
20240529134008,143.93072
20240529135008,140.52118
20240529140008,140.52118
20240529141008,140.52118
20240529142008,140.52118
20240529143008,140.52118
20240529144008,140.52118
20240529145008,140.52118
20240529150008,140.52118
20240529151008,140.52118
20240529152008,140.52118
20240529153008,140.52118
20240529154008,140.52118
20240529155008,143.93072
20240529160008,143.93072
20240529161008,143.93072
20240529162008,143.93072
20240529163008,143.93072
20240529164008,143.93072
20240529165008,143.93072
20240607090008,147.85203
20240607091008,147.85203
20240607092008,147.85203
20240607093008,147.85203
20240607094008,147.85203
20240607095008,147.85203
20240607100008,147.85203
20240607101008,147.85203
20240607102008,147.85203
20240607103008,147.85203
20240607104008,147.85203
20240607105008,147.85203
20240607110008,143.93072
20240607111008,147.85203
20240607112008,147.85203
20240607113008,147.85203
20240607114008,147.85203
20240607115008,129.80671
20240607120008,129.80671
20240607121008,129.80671
20240607122008,129.80671
20240607123008,129.80671
20240607124008,129.80671
20240607125008,143.93072
20240607130008,143.93072
20240607131008,143.93072
20240607132008,143.93072
20240607133008,143.93072
20240607134008,143.93072
20240607135008,140.52118
20240607140008,140.52118
20240607141008,140.52118
20240607142008,140.52118
20240607143008,140.52118
20240607144008,140.52118
20240607145008,140.52118
20240607150008,140.52118
20240607151008,140.52118
20240607152008,140.52118
20240607153008,140.52118
20240607154008,140.52118
20240607155008,143.93072
20240607160008,143.93072
20240607161008,143.93072
20240607162008,143.93072
20240607163008,143.93072
20240607164008,143.93072
20240607165008,143.93072
20240613090008,147.85203
20240613091008,147.85203
20240613092008,147.85203
20240613093008,147.85203
20240613094008,147.85203
20240613095008,132.19777
20240613100008,147.85203
20240613101008,147.85203
20240613102008,147.85203
20240613103008,147.85203
20240613104008,147.85203
20240613105008,147.85203
20240613110008,143.93072
20240613111008,147.85203
20240613112008,147.85203
20240613113008,147.85203
20240613114008,147.85203
20240613115008,129.80671
20240613120008,129.80671
20240613121008,129.80671
20240613122008,129.80671
20240613123008,129.80671
20240613124008,129.80671
20240613125008,143.93072
20240613130008,143.93072
20240613131008,143.93072
20240613132008,143.93072
20240613133008,143.93072
20240613134008,143.93072
20240613135008,140.52118
20240613140008,140.52118
20240613141008,140.52118
20240613142008,140.52118
20240613143008,140.52118
20240613144008,140.52118
20240613145008,140.52118
20240613150008,140.52118
20240613151008,140.52118
20240613152008,140.52118
20240613153008,140.52118
20240613154008,140.52118
20240613155008,143.93072
20240613160008,143.93072
20240613161008,143.93072
20240613162008,143.93072
20240613163008,143.93072
20240613164008,143.93072
20240613165008,143.93072
20240628090008,141.04162
20240628091008,147.85203
20240628092008,147.85203
20240628093008,147.85203
20240628094008,147.85203
20240628095008,147.85203
20240628100008,147.85203
20240628101008,147.85203
20240628102008,147.85203
20240628103008,147.85203
20240628104008,147.85203
20240628105008,147.85203
20240628110008,143.93072
20240628111008,147.85203
20240628112008,147.85203
20240628113008,147.85203
20240628114008,147.85203
20240628115008,129.80671
20240628120008,129.80671
20240628121008,129.80671
20240628122008,129.80671
20240628123008,129.80671
20240628124008,129.80671
20240628125008,143.93072
20240628130008,143.93072
20240628131008,143.93072
20240628132008,143.93072
20240628133008,143.93072
20240628134008,143.93072
20240628135008,140.52118
20240628140008,140.52118
20240628141008,140.52118
20240628142008,140.52118
20240628143008,140.52118
20240628144008,140.52118
20240628145008,140.52118
20240628150008,140.52118
20240628151008,140.52118
20240628152008,140.52118
20240628153008,140.52118
20240628154008,140.52118
20240628155008,143.93072
20240628160008,143.93072
20240628161008,143.93072
20240628162008,143.93072
20240628163008,143.93072
20240628164008,143.93072
20240628165008,143.93072
20240705090008,139.60674
20240705091008,147.85203
20240705092008,147.85203
20240705093008,147.85203
20240705094008,147.85203
20240705095008,147.85203
20240705100008,147.85203
20240705101008,147.85203
20240705102008,147.85203
20240705103008,147.85203
20240705104008,143.93072
20240705105008,147.85203
20240705110008,143.93072
20240705111008,147.85203
20240705112008,147.85203
20240705113008,147.85203
20240705114008,147.85203
20240705115008,129.80671
20240705120008,129.80671
20240705121008,129.80671
20240705122008,129.80671
20240705123008,129.80671
20240705124008,129.80671
20240705125008,143.93072
20240705130008,143.93072
20240705131008,143.93072
20240705132008,143.93072
20240705133008,143.93072
20240705134008,143.93072
20240705135008,140.52118
20240705140008,140.52118
20240705141008,140.52118
20240705142008,140.52118
20240705143008,140.52118
20240705144008,140.52118
20240705145008,140.52118
20240705150008,140.52118
20240705151008,140.52118
20240705152008,140.52118
20240705153008,140.52118
20240705154008,140.52118
20240705155008,143.93072
20240705160008,143.93072
20240705161008,143.93072
20240705162008,143.93072
20240705163008,143.93072
20240705164008,143.93072
20240705165008,143.93072
20240709090008,139.60674
20240709091008,147.85203
20240709092008,147.85203
20240709093008,147.85203
20240709094008,147.85203
20240709095008,147.85203
20240709100008,147.85203
20240709101008,147.85203
20240709102008,147.85203
20240709103008,147.85203
20240709104008,147.85203
20240709105008,147.85203
20240709110008,143.93072
20240709111008,147.85203
20240709112008,147.85203
20240709113008,147.85203
20240709114008,147.85203
20240709115008,129.80671
20240709120008,129.80671
20240709121008,129.80671
20240709122008,129.80671
20240709123008,129.80671
20240709124008,129.80671
20240709125008,143.93072
20240709130008,143.93072
20240709131008,143.93072
20240709132008,143.93072
20240709133008,143.93072
20240709134008,143.93072
20240709135008,140.52118
20240709140008,140.52118
20240709141008,140.52118
20240709142008,140.52118
20240709143008,140.52118
20240709144008,140.52118
20240709145008,140.52118
20240709150008,140.52118
20240709151008,140.52118
20240709152008,140.52118
20240709153008,140.52118
20240709154008,140.52118
20240709155008,143.93072
20240709160008,143.93072
20240709161008,143.93072
20240709162008,143.93072
20240709163008,143.93072
20240709164008,143.93072
20240709165008,143.93072
20240715090008,140.03984
20240715091008,147.85203
20240715092008,147.85203
20240715093008,147.85203
20240715094008,147.85203
20240715095008,147.85203
20240715100008,147.85203
20240715101008,147.85203
20240715102008,147.85203
20240715103008,147.85203
20240715104008,147.85203
20240715105008,147.85203
20240715110008,143.93072
20240715111008,147.85203
20240715112008,147.85203
20240715113008,147.85203
20240715114008,147.85203
20240715115008,129.80671
20240715120008,129.80671
20240715121008,129.80671
20240715122008,129.80671
20240715123008,129.80671
20240715124008,129.80671
20240715125008,143.93072
20240715130008,143.93072
20240715131008,143.93072
20240715132008,143.93072
20240715133008,143.93072
20240715134008,143.93072
20240715135008,140.52118
20240715140008,140.52118
20240715141008,140.52118
20240715142008,140.52118
20240715143008,140.52118
20240715144008,140.52118
20240715145008,140.52118
20240715150008,140.52118
20240715151008,140.52118
20240715152008,140.52118
20240715153008,140.52118
20240715154008,140.52118
20240715155008,143.93072
20240715160008,143.93072
20240715161008,143.93072
20240715162008,143.93072
20240715163008,143.93072
20240715164008,143.93072
20240715165008,143.93072
20240719090008,139.60674
20240719091008,147.85203
20240719092008,147.85203
20240719093008,147.85203
20240719094008,147.85203
20240719095008,147.85203
20240719100008,147.85203
20240719101008,147.85203
20240719102008,147.85203
20240719103008,147.85203
20240719104008,147.85203
20240719105008,147.85203
20240719110008,143.93072
20240719111008,147.85203
20240719112008,147.85203
20240719113008,147.85203
20240719114008,147.85203
20240719115008,129.80671
20240719120008,129.80671
20240719121008,129.80671
20240719122008,129.80671
20240719123008,129.80671
20240719124008,129.80671
20240719125008,143.93072
20240719130008,143.93072
20240719131008,143.93072
20240719132008,143.93072
20240719133008,143.93072
20240719134008,143.93072
20240719135008,140.52118
20240719140008,140.52118
20240719141008,140.52118
20240719142008,140.52118
20240719143008,140.52118
20240719144008,140.52118
20240719145008,140.52118
20240719150008,140.52118
20240719151008,140.52118
20240719152008,140.52118
20240719153008,140.52118
20240719154008,140.52118
20240719155008,143.93072
20240719160008,143.93072
20240719161008,143.93072
20240719162008,143.93072
20240719163008,143.93072
20240719164008,143.93072
20240719165008,143.93072
20240309090009,147.85203
20240309091009,147.85203
20240309092009,147.85203
20240309093009,147.85203
20240309094009,147.85203
20240309095009,147.85203
20240309100009,147.85203
20240309101009,147.85203
20240309102009,147.85203
20240309103009,147.85203
20240309104009,147.85203
20240309105009,147.85203
20240309110009,143.93072
20240309111009,147.85203
20240309112009,147.85203
20240309113009,147.85203
20240309114009,147.85203
20240309115009,129.80671
20240309120009,129.80671
20240309121009,129.80671
20240309122009,129.80671
20240309123009,129.80671
20240309124009,129.80671
20240309125009,143.93072
20240309130009,143.93072
20240309131009,143.93072
20240309132009,143.93072
20240309133009,143.93072
20240309134009,143.93072
20240309135009,140.52118
20240309140009,140.52118
20240309141009,140.52118
20240309142009,140.52118
20240309143009,140.52118
20240309144009,140.52118
20240309145009,140.52118
20240309150009,140.52118
20240309151009,140.52118
20240309152009,140.52118
20240309153009,140.52118
20240309154009,140.52118
20240309155009,143.93072
20240309160009,143.93072
20240309161009,143.93072
20240309162009,143.93072
20240309163009,143.93072
20240309164009,143.93072
20240309165009,143.93072
20240314090009,147.85203
20240314091009,147.85203
20240314092009,147.85203
20240314093009,147.85203
20240314094009,147.85203
20240314095009,147.85203
20240314100009,147.85203
20240314101009,147.85203
20240314102009,147.85203
20240314103009,147.85203
20240314104009,147.85203
20240314105009,147.85203
