Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),MonthDate,Hour,Season_weight,Sunlight_time(h),UV,Cloud
20240319070009,0.03,1014.34,20.77,84.88,358.5,0.05,319,7,0.25,0.0,,
20240319071009,0.0,1014.42,20.68,85.66,871.66,0.23,319,7,0.25,0.0,,
20240319072009,0.1,1014.59,20.89,84.86,1075.17,0.29,319,7,0.25,0.0,,
20240319073009,0.18,1014.66,20.57,85.96,1034.75,0.26,319,7,0.25,0.0,,
20240319074009,0.41,1014.87,20.48,86.47,1878.25,0.7,319,7,0.25,0.0,,
20240319075009,0.5,1015.07,20.07,88.76,1727.67,0.66,319,7,0.25,0.0,,
20240319080009,0.0,1015.21,20.21,89.15,1787.5,0.74,319,8,0.25,0.0,,
20240319081009,0.11,1015.28,20.25,88.06,2911.58,2.21,319,8,0.25,0.0,,
20240319082009,0.16,1015.44,20.24,87.71,2847.83,2.18,319,8,0.25,0.0,,
20240319083009,0.0,1015.54,20.19,88.62,2582.34,1.4,319,8,0.25,0.0,,
20240319084009,0.0,1015.61,20.15,89.01,2143.0,1.11,319,8,0.25,0.0,,
20240319085009,0.0,1015.72,20.13,89.68,2460.75,1.45,319,8,0.25,0.0,,
20240320070009,0.0,1021.99,18.32,68.04,2983.0,2.16,320,7,0.25,0.0,,
20240320071009,0.03,1022.18,18.48,68.3,3922.67,3.46,320,7,0.25,0.0,,
20240320072009,0.0,1022.31,18.64,68.43,5160.83,5.7,320,7,0.25,0.0,,
20240320073009,0.2,1022.41,18.79,68.36,6165.42,7.99,320,7,0.25,0.0,,
20240320074009,0.0,1022.53,19.1,68.4,7033.0,10.29,320,7,0.25,0.0,,
20240320075009,0.0,1022.62,19.64,66.83,7269.58,10.88,320,7,0.25,0.0,,
20240320080009,0.24,1022.66,19.84,64.17,8094.83,13.3,320,8,0.25,0.0,,
20240320081009,0.24,1022.64,19.78,63.71,8356.08,14.15,320,8,0.25,0.0,,
20240320082009,0.11,1022.67,20.23,61.24,8979.92,16.22,320,8,0.25,0.0,,
20240320083009,0.0,1022.67,20.67,59.36,9820.08,19.42,320,8,0.25,0.0,,
20240320084009,0.03,1022.65,21.17,56.15,11106.08,24.43,320,8,0.25,0.0,,
20240320085009,0.09,1022.69,21.44,51.66,11867.67,27.74,320,8,0.25,0.0,,
20240321070009,0.05,1017.96,17.81,65.58,5887.25,7.95,321,7,0.25,0.0,,
20240321071009,0.02,1017.97,18.15,63.79,8416.25,15.0,321,7,0.25,0.0,,
20240321072009,0.0,1018.02,18.65,62.75,9791.0,18.21,321,7,0.25,0.0,,
20240321073009,0.08,1018.07,19.13,60.42,12877.67,34.83,321,7,0.25,0.0,,
20240321074009,0.1,1018.13,19.4,58.46,12756.58,30.91,321,7,0.25,0.0,,
20240321075009,0.02,1018.13,19.62,58.72,12929.08,30.38,321,7,0.25,0.0,,
20240321080009,0.0,1018.24,19.95,58.39,13980.16,34.78,321,8,0.25,0.7,,
20240321081009,0.08,1018.3,20.33,57.63,15011.33,39.39,321,8,0.25,0.7,,
20240321082009,0.15,1018.42,20.79,55.71,16487.67,46.69,321,8,0.25,0.7,,
20240321083009,0.13,1018.3,21.34,54.11,38638.78,205.08,321,8,0.25,0.7,,
20240321084009,0.1,1018.32,27.34,42.25,70610.36,959.0,321,8,0.25,0.7,,
20240321085009,0.1,1018.29,32.94,30.25,77484.84,1095.76,321,8,0.25,0.7,,
20240322070009,0.07,1013.06,19.19,68.21,1179.0,0.43,322,7,0.25,0.0,,
20240322071009,0.04,1013.12,19.22,69.03,1735.83,0.78,322,7,0.25,0.0,,
20240322072009,0.03,1013.18,19.3,69.11,2126.75,1.13,322,7,0.25,0.0,,
20240322073009,0.03,1013.22,19.4,68.87,2689.0,1.74,322,7,0.25,0.0,,
20240322074009,0.02,1013.36,19.56,68.51,3551.75,2.86,322,7,0.25,0.0,,
20240322075009,0.05,1013.38,19.99,67.19,6068.08,7.44,322,7,0.25,0.0,,
20240322080009,0.05,1013.46,20.37,65.67,6612.08,9.12,322,8,0.25,0.0,,
20240322081009,0.11,1013.61,20.91,63.79,10181.58,23.71,322,8,0.25,0.0,,
20240322082009,0.03,1013.69,21.56,60.7,12615.25,32.44,322,8,0.25,0.0,,
20240322083009,0.02,1013.68,22.34,57.67,16753.0,49.86,322,8,0.25,0.0,,
20240322084009,0.11,1013.62,23.64,53.2,27763.16,214.67,322,8,0.25,0.0,,
20240322085009,0.49,1013.56,24.3,50.16,17506.34,60.6,322,8,0.25,0.0,,
20240323070009,0.02,1011.31,21.16,74.1,7923.25,12.56,323,7,0.25,0.3,,
20240323071009,0.0,1011.28,21.78,72.26,8891.17,15.31,323,7,0.25,0.3,,
20240323072009,0.0,1011.46,22.12,71.23,9251.0,15.26,323,7,0.25,0.3,,
20240323073009,0.0,1011.7,22.52,70.01,12056.42,25.22,323,7,0.25,0.3,,
20240323074009,0.19,1011.71,23.12,67.55,14247.33,35.62,323,7,0.25,0.3,,
20240323075009,0.12,1011.77,23.12,67.44,12961.5,29.29,323,7,0.25,0.3,,
20240323080009,0.4,1011.77,23.58,66.2,15608.92,42.84,323,8,0.25,0.9,,
20240323081009,0.42,1011.86,23.45,66.46,12502.75,28.18,323,8,0.25,0.9,,
20240323082009,0.1,1011.91,23.86,65.43,15776.83,39.75,323,8,0.25,0.9,,
20240323083009,0.0,1011.94,24.73,63.1,18769.5,50.61,323,8,0.25,0.9,,
20240323084009,0.11,1012.02,27.06,56.97,61588.15,591.0,323,8,0.25,0.9,,
20240323085009,0.12,1012.09,34.03,38.99,71238.37,945.14,323,8,0.25,0.9,,
20240324070009,0.0,1013.3,24.43,76.85,6899.17,8.44,324,7,0.25,0.2,,
20240324071009,0.09,1013.48,25.0,73.34,7643.5,12.09,324,7,0.25,0.2,,
20240324072009,0.16,1013.59,25.34,71.23,8972.42,15.88,324,7,0.25,0.2,,
20240324073009,0.02,1013.75,25.76,70.41,8574.25,15.04,324,7,0.25,0.2,,
20240324074009,0.02,1013.9,25.83,70.06,10633.58,20.32,324,7,0.25,0.2,,
20240324075009,0.08,1014.1,26.29,68.1,14296.5,36.83,324,7,0.25,0.2,,
20240324080009,0.03,1014.17,27.14,65.93,17294.25,56.61,324,8,0.25,0.9,,
20240324081009,0.05,1014.12,27.62,64.75,17233.17,54.29,324,8,0.25,0.9,,
20240324082009,0.0,1014.14,28.05,62.29,18006.25,56.02,324,8,0.25,0.9,,
20240324083009,0.02,1014.07,28.35,60.25,17232.17,52.05,324,8,0.25,0.9,,
20240324084009,0.06,1014.1,29.28,57.97,59263.5,474.16,324,8,0.25,0.9,,
20240324085009,0.1,1014.19,36.8,40.7,82435.41,1059.02,324,8,0.25,0.9,,
20240325070009,0.0,1011.12,26.43,71.63,8194.83,15.04,325,7,0.25,0.0,,
20240325071009,0.0,1011.35,27.27,69.2,6823.17,12.23,325,7,0.25,0.0,,
20240325072009,0.0,1011.41,26.88,69.61,5131.25,4.72,325,7,0.25,0.0,,
20240325073009,0.0,1011.59,26.46,71.13,4609.83,3.84,325,7,0.25,0.0,,
20240325074009,0.02,1011.63,27.1,69.64,13965.83,39.48,325,7,0.25,0.0,,
20240325075009,0.0,1011.73,28.1,65.3,13494.58,35.31,325,7,0.25,0.0,,
20240325080009,0.03,1011.8,28.62,63.52,17044.0,53.55,325,8,0.25,0.1,,
20240325081009,0.0,1011.89,29.27,61.91,15825.42,44.02,325,8,0.25,0.1,,
20240325082009,0.0,1011.92,29.31,61.44,15859.08,50.59,325,8,0.25,0.1,,
20240325083009,0.0,1011.94,29.4,61.19,13432.58,32.15,325,8,0.25,0.1,,
20240325084009,0.0,1011.94,29.62,60.14,42346.2,220.22,325,8,0.25,0.1,,
20240325085009,0.24,1011.94,36.16,43.9,90988.9,1210.65,325,8,0.25,0.1,,
20240326070009,0.0,1012.89,26.66,69.29,7054.5,10.38,326,7,0.25,0.6,,
20240326071009,0.08,1013.15,26.83,68.38,8379.83,13.93,326,7,0.25,0.6,,
20240326072009,0.0,1013.33,27.38,66.64,9129.08,15.08,326,7,0.25,0.6,,
20240326073009,0.0,1013.5,28.05,63.62,10625.92,20.8,326,7,0.25,0.6,,
20240326074009,0.0,1013.72,28.55,61.22,12229.5,27.11,326,7,0.25,0.6,,
20240326075009,0.06,1013.93,28.84,59.79,13557.42,31.97,326,7,0.25,0.6,,
20240326080009,0.03,1013.98,29.05,59.82,13642.17,30.2,326,8,0.25,1.0,,
20240326081009,0.0,1014.1,29.27,59.64,14863.33,35.23,326,8,0.25,1.0,,
20240326082009,0.0,1014.17,29.71,58.05,15459.67,36.04,326,8,0.25,1.0,,
20240326083009,0.02,1014.16,29.99,56.58,16910.58,43.56,326,8,0.25,1.0,,
20240326084009,0.03,1014.11,30.26,55.8,25210.61,53.48,326,8,0.25,1.0,,
20240326085009,0.12,1014.14,34.21,47.71,77709.27,922.1,326,8,0.25,1.0,,
20240327070009,0.0,1017.92,22.21,70.79,2974.42,1.98,327,7,0.25,0.0,,
20240327071009,0.04,1018.03,22.38,70.52,3597.33,2.87,327,7,0.25,0.0,,
20240327072009,0.03,1018.17,22.41,70.52,3153.25,2.17,327,7,0.25,0.0,,
20240327073009,0.02,1018.12,22.58,70.19,4890.42,5.03,327,7,0.25,0.0,,
20240327074009,0.29,1018.16,22.68,69.78,5842.5,6.96,327,7,0.25,0.0,,
20240327075009,0.09,1018.12,22.88,69.23,8203.17,13.45,327,7,0.25,0.0,,
20240327080009,0.1,1018.12,23.43,67.46,9105.75,16.24,327,8,0.25,0.0,,
20240327081009,0.15,1018.14,23.57,66.4,8768.17,15.16,327,8,0.25,0.0,,
20240327082009,0.1,1018.13,23.8,65.77,8186.0,13.24,327,8,0.25,0.0,,
20240327083009,0.03,1018.22,24.08,64.6,8741.0,15.13,327,8,0.25,0.0,,
20240327084009,0.05,1018.26,24.09,63.83,9486.83,17.62,327,8,0.25,0.0,,
20240327085009,0.03,1018.34,24.48,63.58,10543.33,21.47,327,8,0.25,0.0,,
20240328070009,0.07,1008.79,22.6,73.01,6978.08,10.67,328,7,0.25,0.6,,
20240328071009,0.0,1008.91,22.83,72.59,7271.08,11.67,328,7,0.25,0.6,,
20240328072009,0.04,1009.04,23.1,72.02,8009.0,12.96,328,7,0.25,0.6,,
20240328073009,0.02,1009.07,23.4,70.76,8712.33,14.93,328,7,0.25,0.6,,
20240328074009,0.09,1008.98,23.7,69.02,9139.83,16.06,328,7,0.25,0.6,,
20240328075009,0.14,1008.99,24.04,67.57,9838.25,18.07,328,7,0.25,0.6,,
20240328080009,0.12,1009.02,24.26,66.13,10551.58,20.28,328,8,0.25,1.0,,
20240328081009,0.18,1008.92,24.61,64.83,11418.17,23.23,328,8,0.25,1.0,,
20240328082009,0.0,1008.89,25.15,63.54,12328.0,26.72,328,8,0.25,1.0,,
20240328083009,0.33,1008.92,25.56,61.96,13711.0,32.99,328,8,0.25,1.0,,
20240328084009,0.33,1008.93,26.14,58.87,17650.75,56.47,328,8,0.25,1.0,,
20240328085009,0.44,1008.97,27.88,53.82,56424.23,449.38,328,8,0.25,1.0,,
20240329070009,0.24,1009.2,24.22,77.17,4124.5,3.53,329,7,0.25,0.0,,
20240329071009,0.0,1009.28,24.43,76.28,4155.67,3.4,329,7,0.25,0.0,,
20240329072009,0.0,1009.48,24.6,75.45,4438.33,3.96,329,7,0.25,0.0,,
20240329073009,0.0,1009.61,24.85,73.97,4172.25,3.53,329,7,0.25,0.0,,
20240329074009,0.0,1009.84,25.08,72.8,5231.33,5.32,329,7,0.25,0.0,,
20240329075009,0.0,1009.9,25.39,71.83,6254.42,7.88,329,7,0.25,0.0,,
20240329080009,0.0,1010.06,25.64,70.94,5387.0,5.86,329,8,0.25,0.0,,
20240329081009,0.0,1010.24,25.56,70.89,4219.84,3.82,329,8,0.25,0.0,,
20240329082009,0.0,1010.4,25.84,70.14,6909.67,9.57,329,8,0.25,0.0,,
20240329083009,0.02,1010.49,25.82,69.94,3540.58,2.76,329,8,0.25,0.0,,
20240329084009,0.0,1010.54,25.76,70.44,3566.33,2.71,329,8,0.25,0.0,,
20240329085009,0.0,1010.54,25.87,70.13,5827.42,6.55,329,8,0.25,0.0,,
20240330070009,0.03,1011.94,23.01,81.73,1785.5,0.79,330,7,0.25,0.0,,
20240330071009,0.0,1012.01,23.08,81.16,2041.58,1.01,330,7,0.25,0.0,,
20240330072009,0.28,1012.08,23.19,80.54,3017.58,2.05,330,7,0.25,0.0,,
20240330073009,0.22,1012.23,23.3,80.81,3605.83,2.77,330,7,0.25,0.0,,
20240330074009,0.07,1012.34,23.36,80.83,3659.83,2.86,330,7,0.25,0.0,,
20240330075009,0.03,1012.6,23.43,80.76,3601.84,2.79,330,7,0.25,0.0,,
20240330080009,0.0,1012.65,23.49,80.7,3681.83,2.87,330,8,0.25,0.0,,
20240330081009,0.0,1012.52,23.7,80.28,4818.25,4.73,330,8,0.25,0.0,,
20240330082009,0.0,1012.69,23.99,79.44,5244.83,5.52,330,8,0.25,0.0,,
20240330083009,0.28,1012.76,24.13,78.58,6669.83,8.57,330,8,0.25,0.0,,
20240330084009,1.12,1012.85,23.96,79.24,7215.83,9.94,330,8,0.25,0.0,,
20240330085009,0.47,1013.04,23.94,79.79,7021.83,9.42,330,8,0.25,0.0,,
20240331070009,0.0,1008.19,24.89,71.35,9027.08,17.03,331,7,0.25,0.5,,
20240331071009,0.02,1008.29,24.77,70.8,6711.75,9.44,331,7,0.25,0.5,,
20240331072009,0.37,1008.33,24.47,71.9,5925.33,7.25,331,7,0.25,0.5,,
20240331073009,0.52,1008.18,24.16,73.84,5321.33,5.75,331,7,0.25,0.5,,
20240331074009,0.0,1008.34,24.25,74.19,6220.17,7.67,331,7,0.25,0.5,,
20240331075009,0.0,1008.58,24.64,73.38,8451.58,13.74,331,7,0.25,0.5,,
20240331080009,0.1,1008.52,24.91,72.65,9880.5,18.76,331,8,0.25,0.1,,
20240331081009,0.36,1008.49,25.18,71.63,12120.92,27.2,331,8,0.25,0.1,,
20240331082009,0.21,1008.57,25.51,70.55,12340.42,27.15,331,8,0.25,0.1,,
20240331083009,0.03,1008.63,26.06,68.97,12321.92,26.93,331,8,0.25,0.1,,
20240331084009,0.0,1008.62,26.36,67.4,15053.17,35.0,331,8,0.25,0.1,,
20240331085009,0.11,1008.61,27.22,63.83,24752.17,89.45,331,8,0.25,0.1,,
20240401070009,0.11,1011.24,23.21,79.58,789.75,0.18,401,7,0.25,0.0,,
20240401071009,0.04,1011.26,23.35,78.88,604.67,0.11,401,7,0.25,0.0,,
20240401072009,0.03,1011.28,23.38,78.53,610.58,0.1,401,7,0.25,0.0,,
20240401073009,0.24,1011.75,23.45,77.47,716.25,0.14,401,7,0.25,0.0,,
20240401074009,0.66,1011.68,23.31,76.97,1458.75,0.5,401,7,0.25,0.0,,
20240401075009,0.5,1011.9,23.32,77.0,1870.08,0.75,401,7,0.25,0.0,,
20240401080009,0.05,1011.86,23.33,77.12,2014.75,0.87,401,8,0.25,0.0,,
20240401081009,0.0,1011.56,23.44,77.73,1975.75,0.83,401,8,0.25,0.0,,
20240401082009,0.03,1011.95,23.49,78.25,1694.25,0.65,401,8,0.25,0.0,,
20240401083009,0.17,1011.77,23.45,77.18,2917.92,1.81,401,8,0.25,0.0,,
20240401084009,0.03,1011.73,23.68,76.01,4490.33,4.02,401,8,0.25,0.0,,
20240401085009,0.02,1011.96,23.92,75.41,4530.08,4.16,401,8,0.25,0.0,,
20240402070009,0.0,1009.18,24.29,72.29,7375.83,11.18,402,7,0.25,0.3,,
20240402071009,0.04,1009.31,24.77,70.68,8296.83,13.4,402,7,0.25,0.3,,
20240402072009,0.11,1009.33,24.97,69.93,8919.25,14.98,402,7,0.25,0.3,,
20240402073009,0.02,1009.5,25.27,69.17,9657.5,17.04,402,7,0.25,0.3,,
20240402074009,0.3,1009.57,25.44,68.51,10183.17,18.36,402,7,0.25,0.3,,
20240402075009,0.11,1009.62,25.63,67.98,10644.83,19.56,402,7,0.25,0.3,,
20240402080009,0.0,1009.77,26.15,66.86,11135.92,21.15,402,8,0.25,0.9,,
20240402081009,0.06,1009.85,26.63,65.21,11520.34,22.04,402,8,0.25,0.9,,
20240402082009,0.0,1009.85,26.85,63.86,12389.67,25.21,402,8,0.25,0.9,,
20240402083009,0.2,1009.83,27.04,62.97,12969.34,25.91,402,8,0.25,0.9,,
20240402084009,0.07,1009.83,27.27,62.27,13102.92,26.38,402,8,0.25,0.9,,
20240402085009,0.02,1009.91,27.72,61.49,13561.83,27.68,402,8,0.25,0.9,,
20240403070009,0.0,1008.03,25.9,72.8,6995.58,10.47,403,7,0.25,0.6,,
20240403071009,0.0,1008.16,26.42,71.08,7561.5,11.76,403,7,0.25,0.6,,
20240403072009,0.0,1008.22,26.89,68.4,8207.92,13.44,403,7,0.25,0.6,,
20240403073009,0.03,1008.27,27.35,66.03,8801.75,14.99,403,7,0.25,0.6,,
20240403074009,0.11,1008.22,27.56,65.64,9160.0,15.98,403,7,0.25,0.6,,
20240403075009,0.0,1008.24,27.79,64.78,9713.44,17.41,403,7,0.25,0.6,,
20240412070009,0.0,1009.85,25.3,76.09,8434.16,13.24,412,7,0.25,0.6,,
20240412071009,0.0,1009.98,25.69,75.06,9632.83,16.38,412,7,0.25,0.6,,
20240412072009,0.0,1010.06,25.93,74.44,10793.08,19.71,412,7,0.25,0.6,,
20240412073009,0.05,1010.15,26.12,73.92,11819.08,20.66,412,7,0.25,0.6,,
20240412074009,0.03,1010.21,26.53,72.49,13355.08,28.17,412,7,0.25,0.6,,
20240412075009,0.0,1010.26,26.97,70.7,14601.67,32.64,412,7,0.25,0.6,,
20240412080009,0.12,1010.25,27.46,69.01,15833.58,37.45,412,8,0.25,1.0,,
20240412081009,0.03,1010.27,27.71,68.03,17046.42,42.01,412,8,0.25,1.0,,
20240412082009,0.24,1010.25,28.21,66.56,19780.17,60.17,412,8,0.25,1.0,,
20240412083009,0.05,1010.25,28.7,63.62,21042.25,61.55,412,8,0.25,1.0,,
20240412084009,0.04,1010.21,29.04,62.81,20978.92,57.05,412,8,0.25,1.0,,
20240412085009,0.09,1010.19,29.27,61.63,21245.67,59.25,412,8,0.25,1.0,,
20240413070009,0.0,1008.5,26.41,79.69,3658.0,2.79,413,7,0.25,0.0,,
20240413071009,0.1,1008.61,26.54,79.08,5135.83,4.81,413,7,0.25,0.0,,
20240413072009,0.58,1008.67,26.41,79.65,7173.08,8.64,413,7,0.25,0.0,,
20240413073009,0.07,1008.71,26.75,79.24,10151.17,17.45,413,7,0.25,0.0,,
20240413074009,0.0,1008.73,27.8,75.68,14545.58,38.53,413,7,0.25,0.0,,
20240413075009,0.02,1008.8,28.87,71.05,16554.75,50.92,413,7,0.25,0.0,,
20240413080009,0.0,1008.89,29.42,68.77,18597.42,61.02,413,8,0.25,0.2,,
20240413081009,0.13,1008.93,29.75,67.39,18881.83,57.12,413,8,0.25,0.2,,
20240413082009,0.0,1008.96,30.39,65.15,19514.17,60.8,413,8,0.25,0.2,,
20240413083009,0.11,1008.98,30.49,63.15,21584.58,70.1,413,8,0.25,0.2,,
20240413084009,0.0,1009.05,30.96,61.63,23596.58,78.48,413,8,0.25,0.2,,
20240413085009,0.09,1009.13,31.65,59.97,24912.42,97.57,413,8,0.25,0.2,,
20240414070009,0.02,1008.57,26.7,83.34,8491.75,12.88,414,7,0.25,0.7,,
20240414071009,0.02,1008.59,27.15,81.77,9569.83,15.65,414,7,0.25,0.7,,
20240414072009,0.0,1008.68,27.44,80.63,10552.42,18.49,414,7,0.25,0.7,,
20240414073009,0.08,1008.73,27.7,78.56,11695.58,21.9,414,7,0.25,0.7,,
20240414074009,0.02,1008.84,28.01,76.76,12868.5,25.72,414,7,0.25,0.7,,
20240414075009,0.0,1008.81,28.44,75.17,14055.33,29.77,414,7,0.25,0.7,,
20240414080009,0.08,1008.82,28.79,72.87,15283.83,34.72,414,8,0.25,1.0,,
20240414081009,0.0,1008.8,29.05,71.23,16047.42,37.34,414,8,0.25,1.0,,
20240414082009,0.0,1008.8,29.63,69.4,18589.67,55.63,414,8,0.25,1.0,,
20240414083009,0.13,1008.87,29.98,67.82,19761.0,58.45,414,8,0.25,1.0,,
20240414084009,0.05,1009.04,30.26,67.62,20289.67,57.02,414,8,0.25,1.0,,
20240414085009,0.0,1009.14,30.78,65.68,21128.25,60.92,414,8,0.25,1.0,,
20240415070009,0.0,1007.53,28.01,77.5,1894.58,1.0,415,7,0.25,0.0,,
20240415071009,0.0,1007.68,28.03,77.6,3325.25,2.56,415,7,0.25,0.0,,
20240415072009,0.04,1007.75,28.19,77.25,5580.67,6.56,415,7,0.25,0.0,,
20240415073009,0.0,1007.92,28.35,76.98,4254.25,3.99,415,7,0.25,0.0,,
20240415074009,0.02,1008.0,28.44,76.95,5740.25,7.22,415,7,0.25,0.0,,
20240415075009,0.0,1008.14,28.71,75.8,5811.57,6.99,415,7,0.25,0.0,,
20240415080009,0.02,1008.21,28.64,75.47,3245.83,2.58,415,8,0.25,0.0,,
20240415081009,0.0,1008.35,28.22,76.29,2034.75,1.15,415,8,0.25,0.0,,
20240415082009,0.0,1008.47,28.25,75.79,4401.33,4.37,415,8,0.25,0.0,,
20240415083009,0.0,1008.55,28.67,74.43,7537.5,11.44,415,8,0.25,0.0,,
20240415084009,0.0,1008.57,29.15,73.4,8801.08,16.24,415,8,0.25,0.0,,
20240415085009,0.0,1008.56,29.92,70.78,10990.08,22.84,415,8,0.25,0.0,,
20240416070009,0.0,1008.86,28.54,78.6,4463.83,4.73,416,7,0.25,0.0,,
20240416071009,0.0,1008.93,28.56,78.43,3990.33,3.63,416,7,0.25,0.0,,
20240416072009,0.0,1008.9,28.57,78.21,4633.5,4.71,416,7,0.25,0.0,,
20240416073009,0.0,1008.95,28.55,77.9,4598.58,4.59,416,7,0.25,0.0,,
20240416074009,0.03,1008.89,28.67,77.53,5264.92,5.93,416,7,0.25,0.0,,
20240416075009,0.11,1008.69,28.83,76.53,7297.67,11.28,416,7,0.25,0.0,,
20240416080009,0.22,1008.62,29.07,75.39,8157.33,13.78,416,8,0.25,0.0,,
20240416081009,0.06,1008.66,29.26,74.77,8974.09,16.34,416,8,0.25,0.0,,
20240416082009,0.03,1008.63,29.52,74.1,8785.08,15.72,416,8,0.25,0.0,,
20240416083009,0.0,1008.72,29.64,74.21,8322.33,14.13,416,8,0.25,0.0,,
20240416084009,0.0,1008.78,29.76,73.78,7912.25,12.92,416,8,0.25,0.0,,
20240416085009,0.0,1008.7,30.0,72.2,11549.42,26.95,416,8,0.25,0.0,,
20240417070009,0.03,1006.83,28.49,70.11,8012.92,11.92,417,7,0.25,0.6,,
20240417071009,0.15,1006.78,28.65,69.57,8783.58,13.74,417,7,0.25,0.6,,
20240417072009,0.0,1006.85,28.87,69.17,9653.92,16.18,417,7,0.25,0.6,,
20240417073009,0.0,1006.8,29.22,68.15,10172.58,16.92,417,7,0.25,0.6,,
20240417074009,0.02,1006.83,29.5,66.71,11188.33,20.15,417,7,0.25,0.6,,
20240417075009,0.23,1006.86,29.69,64.6,12001.42,22.84,417,7,0.25,0.6,,
20240417080009,0.13,1006.84,30.01,64.06,12814.08,25.65,417,8,0.25,1.0,,
20240417081009,0.04,1006.77,30.25,64.17,13411.42,27.42,417,8,0.25,1.0,,
20240417082009,0.0,1006.74,30.6,63.44,13913.33,31.01,417,8,0.25,1.0,,
20240417083009,0.17,1006.67,31.05,61.33,16555.17,43.7,417,8,0.25,1.0,,
20240417084009,0.03,1006.7,31.38,60.19,15867.33,33.07,417,8,0.25,1.0,,
20240417085009,0.1,1006.62,31.5,59.59,16121.0,35.14,417,8,0.25,1.0,,
20240418070009,0.0,1003.27,28.35,70.59,4307.83,3.87,418,7,0.25,0.0,,
20240418071009,0.03,1003.36,28.5,70.56,4383.92,4.13,418,7,0.25,0.0,,
20240418072009,0.0,1003.67,28.57,70.63,3856.67,3.4,418,7,0.25,0.0,,
20240418073009,0.0,1004.04,28.8,70.09,6828.0,9.56,418,7,0.25,0.0,,
20240418074009,0.0,1003.98,29.32,68.66,9278.5,15.23,418,7,0.25,0.0,,
20240418075009,0.0,1004.06,29.63,67.36,9541.25,16.53,418,7,0.25,0.0,,
20240418080009,0.0,1004.26,29.76,67.18,8014.58,12.74,418,8,0.25,0.1,,
20240418081009,0.0,1004.57,30.1,66.4,9157.25,16.5,418,8,0.25,0.1,,
20240418082009,0.1,1004.81,30.54,65.45,14685.33,41.25,418,8,0.25,0.1,,
20240418083009,0.1,1004.69,32.02,61.45,22461.08,97.41,418,8,0.25,0.1,,
20240418084009,0.15,1004.62,31.69,61.03,9396.67,18.39,418,8,0.25,0.1,,
20240418085009,0.0,1004.75,31.06,63.17,8072.83,13.02,418,8,0.25,0.1,,
20240419070009,0.0,1008.46,24.87,81.5,4245.92,3.72,419,7,0.25,0.0,,
20240419071009,0.0,1008.46,25.08,81.16,4983.08,5.1,419,7,0.25,0.0,,
20240419072009,0.0,1008.52,25.37,80.35,6433.17,8.31,419,7,0.25,0.0,,
20240419073009,0.02,1008.61,25.6,78.56,6199.67,7.83,419,7,0.25,0.0,,
20240419074009,0.0,1008.55,25.75,77.61,8079.92,13.08,419,7,0.25,0.0,,
20240419075009,0.0,1008.56,26.15,76.48,9845.83,18.75,419,7,0.25,0.0,,
20240419080009,0.02,1008.63,26.45,75.24,9930.25,19.08,419,8,0.25,0.0,,
20240419081009,0.0,1008.68,26.56,74.0,10155.08,19.82,419,8,0.25,0.0,,
20240419082009,0.0,1008.79,26.72,73.86,9595.33,17.84,419,8,0.25,0.0,,
20240419083009,0.02,1008.79,26.97,72.5,11594.08,25.27,419,8,0.25,0.0,,
20240419084009,0.03,1008.77,27.29,70.4,13576.5,34.18,419,8,0.25,0.0,,
20240419085009,0.06,1008.76,27.53,69.58,12634.33,29.96,419,8,0.25,0.0,,
20240420070009,0.0,1005.38,25.94,77.56,7857.42,11.2,420,7,0.25,0.7,,
20240420071009,0.07,1005.39,26.26,75.56,8606.33,13.01,420,7,0.25,0.7,,
20240420072009,0.0,1005.47,26.58,74.61,9333.08,15.11,420,7,0.25,0.7,,
20240420073009,0.0,1005.49,26.94,72.43,10134.92,17.32,420,7,0.25,0.7,,
20240420074009,0.02,1005.61,27.25,70.63,11142.42,20.2,420,7,0.25,0.7,,
20240420075009,0.0,1005.71,27.55,69.78,12171.33,23.28,420,7,0.25,0.7,,
20240420080009,0.02,1005.66,27.89,68.09,12923.0,25.53,420,8,0.25,1.0,,
20240420081009,0.22,1005.74,28.17,66.9,14041.83,29.71,420,8,0.25,1.0,,
20240420082009,0.07,1005.78,28.46,65.96,14670.42,31.79,420,8,0.25,1.0,,
20240420083009,0.09,1005.79,28.9,64.86,15516.17,37.74,420,8,0.25,1.0,,
20240420084009,0.09,1005.77,29.23,63.15,15859.16,35.92,420,8,0.25,1.0,,
20240420085009,0.3,1005.83,29.4,61.81,16369.75,37.0,420,8,0.25,1.0,,
20240421070009,0.0,1005.93,27.55,71.55,8778.25,16.33,421,7,0.25,0.2,,
20240421071009,0.0,1006.16,27.71,71.27,8718.08,15.86,421,7,0.25,0.2,,
20240421072009,0.16,1006.24,27.63,70.61,7902.92,13.0,421,7,0.25,0.2,,
20240421073009,0.03,1006.22,27.65,70.1,9306.17,17.47,421,7,0.25,0.2,,
20240421074009,0.03,1006.27,28.14,68.97,12203.25,29.75,421,7,0.25,0.2,,
20240421075009,0.07,1006.3,28.82,67.46,15807.17,49.23,421,7,0.25,0.2,,
20240421080009,0.03,1006.33,29.45,65.39,17088.08,56.55,421,8,0.25,0.3,,
20240421081009,0.0,1006.38,30.16,61.91,19723.58,74.99,421,8,0.25,0.3,,
