Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),MonthDate,Hour,Season_weight,Sunlight_time(h),UV,Cloud
20240330072016 ,0,1016.91,24.08,79.64,5296.17,6.06,330,7,0.25,,,
20240330073016 ,0,1017.07,24.47,77.88,5825.92,7.23,330,7,0.25,,,
20240330074016 ,0,1017.22,24.59,77.11,5783.33,6.96,330,7,0.25,,,
20240330075016 ,0,1017.38,24.71,76.84,7189.34,10.67,330,7,0.25,,,
20240330080016 ,0,1017.61,25.14,76.03,6721.33,9.03,330,8,0.25,,,
20240330081016 ,0,1017.71,25.39,75.21,6860.58,9.33,330,8,0.25,,,
20240330082016 ,0,1017.75,25.57,74.66,7325.33,10.78,330,8,0.25,,,
20240330083016 ,0,1017.79,25.95,73.46,8476.92,14.24,330,8,0.25,,,
20240330084016 ,0,1017.83,26.02,72.59,10561.33,22.3,330,8,0.25,,,
20240330085016 ,0,1018.05,25.87,73.06,6960.5,9.66,330,8,0.25,,,
20240331070016 ,0,1012.99,29.23,60.72,21588.17,158.49,331,7,0.25,,,
20240331071016 ,0,1013.02,28.82,58.77,18112.42,103.12,331,7,0.25,,,
20240331072016 ,0,1013.1,27.54,63.24,13441.34,45.88,331,7,0.25,,,
20240331073016 ,0,1013.15,26.69,65.97,9418.58,21.16,331,7,0.25,,,
20240331074016 ,0,1013.37,26.28,68.7,8362.58,15.68,331,7,0.25,,,
20240331075016 ,0,1013.39,26.54,68.04,10603.75,25.13,331,7,0.25,,,
20240331080016 ,0,1013.42,27.16,66.41,13239.42,38.2,331,8,0.25,,,
20240331081016 ,0,1013.35,28.04,63.43,17873.25,68.47,331,8,0.25,,,
20240331082016 ,0,1013.38,28.93,60.06,20986.08,94.18,331,8,0.25,,,
20240331083016 ,0,1013.54,30.16,56,34507.7,266.62,331,8,0.25,,,
20240331084016 ,0,1013.46,33.55,45.75,52031.57,578.65,331,8,0.25,,,
20240331085016 ,0.04,1013.5,34.02,44.76,32338.29,211.01,331,8,0.25,,,
20240401070016 ,0,1016.18,21.21,98.05,1836.92,0.73,401,7,0.25,,,
20240401071016 ,0,1016.37,21.4,97.96,1719.33,0.64,401,7,0.25,,,
20240401072016 ,0,1016.31,21.39,97.46,1966.42,0.78,401,7,0.25,,,
20240401073016 ,0,1016.54,21.46,97.8,2223.5,0.99,401,7,0.25,,,
20240401074016 ,0,1016.59,21.94,97.71,2995.83,1.72,401,7,0.25,,,
20240401075016 ,0,1016.76,22.3,96.38,3622.17,2.61,401,7,0.25,,,
20240401080016 ,0,1016.8,22.82,95.8,4182.42,3.52,401,8,0.25,,,
20240401081016 ,0,1016.84,22.88,91.06,4550.17,4.11,401,8,0.25,,,
20240401082016 ,0,1016.78,23.12,89.86,5933.08,6.79,401,8,0.25,,,
20240401083016 ,0,1016.94,23.66,88.61,7299.92,10.45,401,8,0.25,,,
20240401084016 ,0,1016.75,24.51,86.74,10688.42,22.93,401,8,0.25,,,
20240401085016 ,0,1016.72,25.4,82.86,13495.58,36.44,401,8,0.25,,,
20240402070016 ,0,1013.83,33.38,49.56,38790.04,566.22,402,7,0.25,,,
20240402071016 ,0,1013.88,35.23,43.95,38692.63,493.96,402,7,0.25,,,
20240402072016 ,0,1013.96,37.91,38.64,46387.21,660.86,402,7,0.25,,,
20240402073016 ,0,1014.03,39.12,35.3,56089.28,868.44,402,7,0.25,,,
20240402074016 ,0,1014.13,39.74,32.86,69661.43,1175.05,402,7,0.25,,,
20240402075016 ,0,1014.18,40.85,31.33,78754.88,1306.45,402,7,0.25,,,
20240402080016 ,0,1014.23,43.4,27.59,88044.18,1409.61,402,8,0.25,,,
20240402081016 ,0,1014.31,42.14,28.31,95541.82,1498.61,402,8,0.25,,,
20240402082016 ,0,1014.32,43.19,27.32,101018.33,1552.95,402,8,0.25,,,
20240402083016 ,0,1014.4,42.15,27.23,105037.4,1607.77,402,8,0.25,,,
20240402084016 ,0,1014.42,42.19,26.38,107602.44,1642.65,402,8,0.25,,,
20240402085016 ,0,1014.43,44.76,25.23,110090.75,1660.38,402,8,0.25,,,
20240403070016 ,0,1012.63,36.03,42.73,29034.33,351.41,403,7,0.25,,,
20240403071016 ,0,1012.8,36.56,38.75,44628.17,700.26,403,7,0.25,,,
20240403072016 ,0,1012.81,39.94,33.43,57197.04,973.94,403,7,0.25,,,
20240403073016 ,0,1012.71,43.11,28.16,65242.01,1124.67,403,7,0.25,,,
20240403074016 ,0,1012.7,44.92,25.6,73601.44,1245.35,403,7,0.25,,,
20240403075016 ,0,1012.71,45.57,24.43,82591.38,1359.77,403,7,0.25,,,
20240403080016 ,0,1012.76,47.13,22.82,91274.06,1434.73,403,8,0.25,,,
20240403081016 ,0,1012.77,49.55,20.31,97285.51,1490.18,403,8,0.25,,,
20240403082016 ,0,1012.69,49.64,19.8,103188.95,1558.19,403,8,0.25,,,
20240403083016 ,0,1012.66,50.08,18.92,107213.23,1596.33,403,8,0.25,,,
20240403084016 ,0,1012.68,47.97,20.97,107688.15,1612.01,403,8,0.25,,,
20240403085016 ,0,1012.7,45.39,23.67,108566.82,1654.78,403,8,0.25,,,
20240404070016 ,0,1012.93,31.86,55.6,10633.83,27.52,404,7,0.25,,,
20240404071016 ,0,1013.12,30.85,57.29,10166.17,26.36,404,7,0.25,,,
20240404072016 ,0,1013.25,31.08,56.61,13008.67,42.54,404,7,0.25,,,
20240404073016 ,0,1013.26,32.55,53.66,27381.5,210.92,404,7,0.25,,,
20240404074016 ,0,1013.25,34.63,47.76,28453.5,196.39,404,7,0.25,,,
20240404075016 ,0,1013.36,34.85,47.86,32758.09,273,404,7,0.25,,,
20240404080016 ,0,1013.44,35.38,46.91,28643.02,192.25,404,8,0.25,,,
20240404081016 ,0,1013.49,36.03,45.8,50865.89,668.08,404,8,0.25,,,
20240404082016 ,0,1013.61,39.52,36.92,71147.98,1123.53,404,8,0.25,,,
20240404083016 ,0,1013.56,40.92,32.85,78122.55,1261.49,404,8,0.25,,,
20240404084016 ,0,1013.54,40.42,34.49,59023.62,743.31,404,8,0.25,,,
20240404085016 ,0,1013.6,41.68,33.52,91975.2,1556.78,404,8,0.25,,,
20240405070016 ,0,1014.57,26.69,78.25,6283.17,9.26,405,7,0.25,,,
20240405071016 ,0,1014.72,26.69,77.56,6086.94,8.76,405,7,0.25,,,
20240405072016 ,0,1014.9,26.36,78.81,3633.67,3.06,405,7,0.25,,,
20240405073016 ,0,1014.97,26.19,79.21,3473.42,2.8,405,7,0.25,,,
20240405074016 ,0,1015.12,25.85,79.53,3680.92,3.02,405,7,0.25,,,
20240405075016 ,0,1015.28,25.48,79.85,3910.42,3.5,405,7,0.25,,,
20240405080016 ,0,1015.19,25.54,79.42,6017.33,8.21,405,8,0.25,,,
20240405081016 ,0,1015.24,25.87,78.01,6832.58,10.38,405,8,0.25,,,
20240405082016 ,0,1015.42,25.84,77.79,6513.67,9.36,405,8,0.25,,,
20240405083016 ,0,1015.45,25.88,77.3,5819.83,7.24,405,8,0.25,,,
20240405084016 ,0,1015.45,25.75,77.64,6894.67,10.4,405,8,0.25,,,
20240405085016 ,0,1015.48,26.12,76.38,10367.83,24.76,405,8,0.25,,,
20240406070016 ,0,1016.61,23.87,100,3502.67,2.93,406,7,0.25,,,
20240406071016 ,0,1016.67,24.06,100,3916,3.54,406,7,0.25,,,
20240406072016 ,0,1016.74,24.26,100,4506.75,4.62,406,7,0.25,,,
20240406073016 ,0,1016.89,24.47,100,5224.08,6.22,406,7,0.25,,,
20240406074016 ,0,1017.04,24.55,100,5069.08,5.74,406,7,0.25,,,
20240406075016 ,0,1017.09,24.67,100,4663,4.91,406,7,0.25,,,
20240406080016 ,0,1017.09,24.43,100,3806.58,3.03,406,8,0.25,,,
20240406081016 ,0,1017.12,24.14,100,3466.58,2.42,406,8,0.25,,,
20240406082016 ,0,1017.12,23.95,100,1780,0.66,406,8,0.25,,,
20240406083016 ,0,1017.22,23.85,100,1344.75,0.36,406,8,0.25,,,
20240406084016 ,0,1017.28,23.81,100,1482.83,0.51,406,8,0.25,,,
20240406085016 ,0,1017.24,23.84,100,3034.5,1.76,406,8,0.25,,,
20240410070016 ,0,1019.66,21.01,100,2716.16,1.84,410,7,0.25,,,
20240410071016 ,0,1019.74,21.45,100,4451,4.37,410,7,0.25,,,
20240410072016 ,0,1019.73,21.7,100,4747.5,4.86,410,7,0.25,,,
20240410073016 ,0,1019.7,22.05,100,5878.58,7.18,410,7,0.25,,,
20240410074016 ,0,1019.81,22.21,100,4958.08,4.84,410,7,0.25,,,
20240410075016 ,0,1019.91,22.28,100,7342.5,11.7,410,7,0.25,,,
20240410080016 ,0,1019.82,22.57,100,6975.75,10.04,410,8,0.25,,,
20240410081016 ,0,1019.94,22.69,100,9212.08,17.46,410,8,0.25,,,
20240410082016 ,0,1020.12,22.79,100,8654.42,15.3,410,8,0.25,,,
20240410083016 ,0,1020.21,22.61,100,6314,7.78,410,8,0.25,,,
20240410084016 ,0,1020.32,22.46,100,6338.75,7.66,410,8,0.25,,,
20240410085016 ,0,1020.32,22.49,100,7636.17,11.34,410,8,0.25,,,
20240411070016 ,0,1017.21,31.72,63.05,25054.25,370.43,411,7,0.25,,,
20240411071016 ,0,1017.31,34.11,56.39,34154.99,484.95,411,7,0.25,,,
20240411072016 ,0,1017.4,35.81,51.25,42577.27,600.22,411,7,0.25,,,
20240411073016 ,0,1017.49,37.31,46.23,51907.04,725.95,411,7,0.25,,,
20240411074016 ,0,1017.58,38.82,43.03,59872.41,871.57,411,7,0.25,,,
20240411075016 ,0,1017.57,40.27,38.99,67629.88,1003.05,411,7,0.25,,,
20240411080016 ,0,1017.58,41.43,35.07,74228.55,1113.39,411,8,0.25,,,
20240411081016 ,0,1017.58,39.67,36.51,79769.75,1211.25,411,8,0.25,,,
20240411082016 ,0,1017.65,41.62,35.11,84356.99,1300.88,411,8,0.25,,,
20240411083016 ,0,1017.58,44.22,31.38,88232.85,1377.56,411,8,0.25,,,
20240411084016 ,0,1017.6,45.74,28.94,91560.13,1436.64,411,8,0.25,,,
20240411085016 ,0,1017.54,45.96,27.7,87987.04,1299.68,411,8,0.25,,,
20240412070016 ,0,1014.45,34.44,52.58,26296.58,276.45,412,7,0.25,,,
20240412071016 ,0,1014.46,35.33,49.03,32066.83,371.98,412,7,0.25,,,
20240412072016 ,0,1014.53,35.53,46.92,38530.05,483.87,412,7,0.25,,,
20240412073016 ,0,1014.54,37.16,44.29,44619.82,590.51,412,7,0.25,,,
20240412074016 ,0,1014.63,39.2,40.38,51721.07,712.3,412,7,0.25,,,
20240412075016 ,0,1014.73,41.13,36.42,58476.24,827.38,412,7,0.25,,,
20240412080016 ,0,1014.74,42.42,34.34,65038.79,944.62,412,8,0.25,,,
20240412081016 ,0,1014.66,42.98,32.14,70824.91,1053.15,412,8,0.25,,,
20240412082016 ,0,1014.61,43.95,30.86,76154.44,1160.2,412,8,0.25,,,
20240412083016 ,0,1014.64,43.94,30.29,79809.64,1236.38,412,8,0.25,,,
20240412084016 ,0,1014.58,43.32,30.72,82234.34,1293.39,412,8,0.25,,,
20240412085016 ,0,1014.55,43.48,30.3,85860.98,1358.35,412,8,0.25,,,
20240413070016 ,0,1013.13,29.97,73.26,10781.42,26.14,413,7,0.25,,,
20240413071016 ,0,1013.17,30.72,70.29,21882.42,171.72,413,7,0.25,,,
20240413072016 ,0,1013.16,35.05,57.03,33968.26,367.16,413,7,0.25,,,
20240413073016 ,0,1013.2,34.41,57.5,15979.83,62.55,413,7,0.25,,,
20240413074016 ,0,1013.27,32.66,61.74,14685.83,49.74,413,7,0.25,,,
20240413075016 ,0,1013.27,32.96,62.5,22194.83,124.41,413,7,0.25,,,
20240413080016 ,0,1013.37,34.45,58.14,25340.81,185.48,413,8,0.25,,,
20240413081016 ,0,1013.48,33.13,62.12,17225.42,63.83,413,8,0.25,,,
20240413082016 ,0,1013.54,33.03,63.45,21543.33,99.54,413,8,0.25,,,
20240413083016 ,0,1013.66,33.04,63.71,20846.58,94.03,413,8,0.25,,,
20240413084016 ,0,1013.78,32.84,63.94,22737.08,111.94,413,8,0.25,,,
20240413085016 ,0,1013.79,33.49,62.79,28103,165.06,413,8,0.25,,,
20240414070016 ,0,1013.07,34.48,63.47,29516.33,336.43,414,7,0.25,,,
20240414071016 ,0,1013.04,36.67,55.62,35018.41,418.91,414,7,0.25,,,
20240414072016 ,0,1013.1,37.12,53.21,41273.82,523.44,414,7,0.25,,,
20240414073016 ,0,1013.12,38.62,49.21,48179.61,650.94,414,7,0.25,,,
20240414074016 ,0,1013.16,40.2,45.4,55416.52,775.72,414,7,0.25,,,
20240414075016 ,0.34,1013.23,38.89,45.98,61022.95,857.35,414,7,0.25,,,
20240414080016 ,0.06,1013.2,38.9,46.46,66394.35,947.3,414,8,0.25,,,
20240414081016 ,0,1013.27,40.79,43.61,72808.3,1066.31,414,8,0.25,,,
20240414082016 ,0,1013.26,43.58,36.95,75748.53,1116.7,414,8,0.25,,,
20240414083016 ,0,1013.41,43.3,35.23,78953.07,1191.54,414,8,0.25,,,
20240414084016 ,0,1013.53,44.23,34.45,84918.87,1338.28,414,8,0.25,,,
20240414085016 ,0,1013.58,46.01,30.87,85035.49,1320.74,414,8,0.25,,,
20240415070016 ,0,1012.27,28.95,82.94,5411.5,6.97,415,7,0.25,,,
20240415071016 ,0,1012.4,28.93,82.68,5284.5,6.59,415,7,0.25,,,
20240415072016 ,0,1012.48,29.11,82.88,5307.25,6.68,415,7,0.25,,,
20240415073016 ,0,1012.62,29.13,82.28,3959.33,3.94,415,7,0.25,,,
20240415074016 ,0,1012.72,29,82.74,3337.17,2.78,415,7,0.25,,,
20240415075016 ,0,1012.86,29.09,83.01,4867.92,5.72,415,7,0.25,,,
20240415080016 ,0,1012.97,29.46,82.48,6237.42,8.84,415,8,0.25,,,
20240415081016 ,0,1013.09,29.31,83.98,5090.83,6.07,415,8,0.25,,,
20240415082016 ,0.02,1013.16,28.98,86.93,6197.83,9.18,415,8,0.25,,,
20240415083016 ,0,1013.2,28.38,92.63,6609.58,10.9,415,8,0.25,,,
20240415084016 ,0,1013.3,28.77,92.64,8907.08,18.03,415,8,0.25,,,
20240415085016 ,0,1013.28,30.01,87.65,13232.5,38.73,415,8,0.25,,,
20240416070016 ,0,1013.6,29.37,85.34,6110.83,9.33,416,7,0.25,,,
20240416071016 ,0,1013.59,29.53,85.19,7654.83,14.49,416,7,0.25,,,
20240416072016 ,0,1013.57,29.77,83.9,7768.83,15.42,416,7,0.25,,,
20240416073016 ,0,1013.52,30.31,81.91,9573.15,23.32,416,7,0.25,,,
20240416074016 ,0,1013.43,31.18,77.62,14266.25,50.09,416,7,0.25,,,
20240416075016 ,0,1013.26,32.52,72.09,19304.75,101.34,416,7,0.25,,,
20240416080016 ,0,1013.23,33.21,69.67,16249,62.7,416,8,0.25,,,
20240416081016 ,0,1013.28,33.18,70.42,16481.25,61.97,416,8,0.25,,,
20240416082016 ,0,1013.3,33.1,70,14453.67,48.29,416,8,0.25,,,
20240416083016 ,0,1013.3,33.24,69.26,16704.42,65.38,416,8,0.25,,,
20240416084016 ,0,1013.32,33.58,67.95,21215.92,104.4,416,8,0.25,,,
20240416085016 ,0,1013.28,35.81,61.54,29837.53,214.94,416,8,0.25,,,
20240417070016 ,0,1011.58,34.86,72.28,38856.28,561.41,417,7,0.25,,,
20240417071016 ,0,1011.44,35.69,65.02,46380.22,690.53,417,7,0.25,,,
20240417072016 ,0,1011.44,38.1,53.57,52604.41,792.76,417,7,0.25,,,
20240417073016 ,0.23,1011.36,40.62,47.96,61067.69,946.65,417,7,0.25,,,
20240417074016 ,0,1011.37,41.53,42.78,67977.58,1054.39,417,7,0.25,,,
20240417075016 ,0,1011.49,43.88,40,74406.44,1137.97,417,7,0.25,,,
20240417080016 ,0,1011.45,43.14,39.93,80821.28,1223.4,417,8,0.25,,,
20240417081016 ,0,1011.38,45.22,37.75,86178.48,1314.37,417,8,0.25,,,
20240417082016 ,0,1011.36,45,35.72,90605.27,1372.29,417,8,0.25,,,
20240417083016 ,0,1011.25,44.76,36.15,96015.3,1471.64,417,8,0.25,,,
20240417084016 ,0,1011.26,47.58,32.13,98330.21,1489.64,417,8,0.25,,,
20240417085016 ,0,1011.19,47.24,31.34,101499.53,1528.88,417,8,0.25,,,
20240418070016 ,0,1008.02,29.49,76.32,6175.83,10.51,418,7,0.25,,,
20240418071016 ,0,1008.22,30.83,72.18,12401.17,51.31,418,7,0.25,,,
20240418072016 ,0,1008.37,32.84,65.71,19237.5,105.21,418,7,0.25,,,
20240418073016 ,0,1008.55,33.7,61.81,17603.25,84.12,418,7,0.25,,,
20240418074016 ,0.24,1008.74,34.93,59.26,22337.67,138.72,418,7,0.25,,,
20240418075016 ,0,1008.65,35,59.39,23692.42,137.67,418,7,0.25,,,
20240418080016 ,0,1008.84,33.03,63.73,11298.42,31.3,418,8,0.25,,,
20240418081016 ,0,1009.01,33.73,63.3,25196.1,162.58,418,8,0.25,,,
20240418082016 ,0,1009.34,34.2,60.17,26180.25,155.16,418,8,0.25,,,
20240418083016 ,1,1009.4,33.97,60.29,17427.17,70.65,418,8,0.25,,,
20240418084016 ,0.48,1009.44,32.02,69.84,9669.17,20.37,418,8,0.25,,,
20240418085016 ,0,1009.56,29.8,80.35,8944.59,16.22,418,8,0.25,,,
20240419070016 ,0,1013.17,25.79,87.68,8891.75,19.12,419,7,0.25,,,
20240419071016 ,0,1013.12,26.68,83.98,10312.17,24.72,419,7,0.25,,,
20240419072016 ,0,1013.22,27.17,82.17,11251.25,29.84,419,7,0.25,,,
20240419073016 ,0,1013.26,27.75,80.14,12882.17,38.44,419,7,0.25,,,
20240419074016 ,0,1013.2,28.21,76.36,14236.83,46.27,419,7,0.25,,,
20240419075016 ,0,1013.21,28.76,74.39,16465.75,60.39,419,7,0.25,,,
20240419080016 ,0,1013.21,29.56,71.33,17870.25,69.97,419,8,0.25,,,
20240419081016 ,0,1013.29,30.23,69.19,19279.75,80.61,419,8,0.25,,,
20240419082016 ,0,1013.36,30.66,67.09,19173.58,78.65,419,8,0.25,,,
20240419083016 ,0,1013.4,30.78,66.38,17767.91,67.56,419,8,0.25,,,
20240419084016 ,0,1013.43,30.47,65.2,14739.17,46.26,419,8,0.25,,,
20240419085016 ,0,1013.38,30.24,66.59,15104.66,48.24,419,8,0.25,,,
20240420070016 ,0,1009.65,35.11,52.79,41468.52,597.23,420,7,0.25,,,
20240420071016 ,0,1009.72,37.73,47.2,49103.38,716.46,420,7,0.25,,,
20240420072016 ,0,1009.76,39.29,42.19,53764.11,760.55,420,7,0.25,,,
20240420073016 ,0,1009.73,40.51,38.74,62985.5,938.27,420,7,0.25,,,
20240420074016 ,0,1009.84,41.07,37.1,72401.13,1100.72,420,7,0.25,,,
20240420075016 ,0,1009.98,42.89,33.51,80896.03,1223.58,420,7,0.25,,,
20240420080016 ,0,1009.96,44.66,31.18,87543.93,1304.22,420,8,0.25,,,
20240420081016 ,0,1009.97,44.73,29.69,93509.2,1410.53,420,8,0.25,,,
20240420082016 ,0,1010.13,42.84,31.34,98008.75,1494.69,420,8,0.25,,,
20240420083016 ,0,1010.16,41.89,32.91,99717.03,1515.68,420,8,0.25,,,
20240420084016 ,0,1010.14,44.03,30.84,100857.33,1507.27,420,8,0.25,,,
20240420085016 ,0,1010.21,46.23,27.38,106217.77,1557.43,420,8,0.25,,,
20240421070016 ,0,1010.2,34.01,54.32,24045.58,179.5,421,7,0.25,,,
20240421071016 ,0,1010.43,34.51,53.69,24283.67,167.53,421,7,0.25,,,
20240421072016 ,0,1010.5,35.05,51.77,29340.67,227.55,421,7,0.25,,,
20240421073016 ,0,1010.55,33.4,54.89,17490.5,78.09,421,7,0.25,,,
20240421074016 ,0,1010.73,32.17,58.6,17862.58,77.72,421,7,0.25,,,
20240421075016 ,0,1010.81,32.88,57.4,25547.92,153.03,421,7,0.25,,,
20240421080016 ,0,1010.78,35.31,53.13,35797.75,281.57,421,8,0.25,,,
20240421081016 ,0,1010.79,39.41,43.18,77457.71,1117.34,421,8,0.25,,,
20240421082016 ,0,1010.88,42.1,34.74,58375.44,665.9,421,8,0.25,,,
20240421083016 ,0,1010.84,39.6,39.04,33815.6,245.39,421,8,0.25,,,
20240421084016 ,0,1010.76,36.96,43.24,32097.58,223.52,421,8,0.25,,,
20240421085016 ,0,1010.79,37.08,44.6,39765.8,332.11,421,8,0.25,,,
20240422070016 ,0.17,1010.14,39.34,43.36,43151.25,639.53,422,7,0.25,,,
20240422071016 ,0.76,1010.32,39.5,38.89,44808.31,596.09,422,7,0.25,,,
20240422072016 ,0,1010.33,38.32,42.37,45240.1,550.21,422,7,0.25,,,
20240422073016 ,0,1010.32,37.96,43.64,44755.78,492.84,422,7,0.25,,,
20240422074016 ,0.58,1010.41,39.58,41.72,52044.51,636.65,422,7,0.25,,,
20240422075016 ,0,1010.53,40.93,38.79,55400.25,712.8,422,7,0.25,,,
20240422080016 ,0,1010.45,43.25,33.81,58285.77,714.12,422,8,0.25,,,
20240422081016 ,0,1010.43,41.04,35.59,31822.2,221.08,422,8,0.25,,,
20240422082016 ,0,1010.43,39.8,39.02,54096.32,641.76,422,8,0.25,,,
20240422083016 ,0,1010.39,43.68,33.48,72801.83,1023.46,422,8,0.25,,,
20240422084016 ,0,1010.4,45.01,30.36,65940.64,852.33,422,8,0.25,,,
20240422085016 ,0,1010.42,46.17,27.59,85039.62,1263.22,422,8,0.25,,,
20240423070016 ,0,1009.17,30.14,90.68,13071.17,45.52,423,7,0.25,,,
20240423071016 ,0,1009.46,29.65,88.88,10108.5,22.3,423,7,0.25,,,
20240423072016 ,0,1009.55,29.39,89.02,11763.17,30.35,423,7,0.25,,,
20240423073016 ,0,1009.52,28.87,88.74,7125.67,11.58,423,7,0.25,,,
20240423074016 ,0,1009.71,28.44,89.52,7867.25,17,423,7,0.25,,,
20240423075016 ,0,1009.76,28.62,86.96,8028.83,14.76,423,7,0.25,,,
20240423080016 ,0,1009.82,28.03,88.43,5388.08,6.31,423,8,0.25,,,
20240423081016 ,0,1009.82,28.01,91.08,6389.83,8.89,423,8,0.25,,,
20240423082016 ,0,1009.76,28.59,86.45,17625.83,105.3,423,8,0.25,,,
20240423083016 ,0,1010.04,30.85,80.61,20580.08,98.48,423,8,0.25,,,
20240423084016 ,0,1010.02,31.68,77.45,22123.25,106.73,423,8,0.25,,,
20240423085016 ,0,1009.9,32.8,74.3,26633.53,169.08,423,8,0.25,,,
20240429070016 ,0,1010.09,29.96,84.71,27470.31,269.05,429,7,0.25,,,
20240429071016 ,0,1009.96,34.34,69.46,31682.9,261.47,429,7,0.25,,,
20240429072016 ,0,1009.92,35.83,62.84,30912.86,268.49,429,7,0.25,,,
20240429073016 ,0,1009.87,36.75,59.51,46806.68,560.79,429,7,0.25,,,
20240429074016 ,0,1009.82,41.9,45.24,71716.16,1083.41,429,7,0.25,,,
20240429075016 ,0,1009.77,45.34,37.66,79382.88,1194.2,429,7,0.25,,,
20240429080016 ,0,1010.01,46.16,31.71,84829.21,1277.34,429,8,0.25,,,
20240429081016 ,0,1010.04,46.22,32.39,84297.87,1211.34,429,8,0.25,,,
20240429082016 ,0,1010,47.35,30.29,70488.71,915.78,429,8,0.25,,,
20240429083016 ,0.11,1010.08,46.04,32.13,77403.32,1042.18,429,8,0.25,,,
20240429084016 ,0,1010.06,48.18,27.09,103477.35,1523.99,429,8,0.25,,,
20240429085016 ,0,1010.05,47.59,27.99,97940.65,1382.14,429,8,0.25,,,
20240430070016 ,0,1007.17,37.79,45.4,31465.42,386.68,430,7,0.25,,,
20240430071016 ,0,1007.2,37.92,42.86,38300.01,500.11,430,7,0.25,,,
20240430072016 ,0,1007.19,38.88,41.33,46143.39,635.15,430,7,0.25,,,
20240430073016 ,0,1007.21,40.79,38.09,53582.63,757.27,430,7,0.25,,,
20240430074016 ,0,1007.2,41.89,35.48,60573.91,867.98,430,7,0.25,,,
20240430075016 ,0.26,1007.1,43.59,33.93,67319.02,977.82,430,7,0.25,,,
20240430080016 ,0.48,1006.92,45.91,30.23,72735.7,1071.6,430,8,0.25,,,
20240430081016 ,0,1006.9,46.6,28.24,78999.97,1201.94,430,8,0.25,,,
20240430082016 ,0,1006.95,48.46,25.78,82649.06,1267.64,430,8,0.25,,,
20240430083016 ,0,1006.82,48.69,24.9,83162.25,1271.22,430,8,0.25,,,
20240430084016 ,0,1006.73,50.06,23.25,89683.83,1374.45,430,8,0.25,,,
20240430085016 ,0,1006.75,49.91,23.22,92001.08,1405.63,430,8,0.25,,,
20240503070016 ,0,1015.56,24.19,100,5623.33,7.8,503,7,0.25,,,
20240503071016 ,0,1015.64,24.42,100,6802.5,11.14,503,7,0.25,,,
20240503072016 ,0,1015.59,24.83,100,10457.83,26.32,503,7,0.25,,,
20240503073016 ,0,1015.6,25.86,100,15495.33,54.74,503,7,0.25,,,
20240503074016 ,0,1015.66,26.62,100,16236.5,60.27,503,7,0.25,,,
20240503075016 ,0,1015.74,26.83,100,16555.67,61.39,503,7,0.25,,,
20240503080016 ,0,1015.87,27.08,100,14918.17,51.59,503,8,0.25,,,
20240503081016 ,0,1015.9,26.88,100,12613.33,34.39,503,8,0.25,,,
20240503082016 ,0,1015.96,26.87,100,14717.5,46.78,503,8,0.25,,,
20240503083016 ,0,1016.03,27.19,100,14548.58,47.74,503,8,0.25,,,
20240503084016 ,0,1016.08,27.14,100,15118,51.92,503,8,0.25,,,
20240503085016 ,0,1016.04,27.74,100,19156.67,81.02,503,8,0.25,,,
20240504070016 ,0,1013.07,37.92,63.68,44586.76,630.87,504,7,0.25,,,
20240504071016 ,0,1013.08,40.2,54.36,53495.12,794.9,504,7,0.25,,,
20240504072016 ,0,1013.02,40.44,50.66,51489.45,657.7,504,7,0.25,,,
20240504073016 ,0,1013.1,41.21,47.78,62646.97,865.1,504,7,0.25,,,
20240504074016 ,0,1013.2,42.68,45.16,73839.7,1063.56,504,7,0.25,,,
20240504075016 ,0,1013.24,43.65,41.41,82534.42,1220.75,504,7,0.25,,,
20240504080016 ,0,1013.17,45.28,38.34,88357.02,1318.22,504,8,0.25,,,
20240504081016 ,0,1013.14,46.29,35.97,93581.07,1389.51,504,8,0.25,,,
20240504082016 ,0,1013.13,46.7,34.43,96670.26,1406.96,504,8,0.25,,,
20240504083016 ,0,1013.14,47.9,32.12,98862.8,1403.85,504,8,0.25,,,
20240504084016 ,0,1013.11,48.74,30.27,104501.57,1482.76,504,8,0.25,,,
20240504085016 ,0,1013.02,49.07,29.29,100815.1,1398.62,504,8,0.25,,,
20240505070016 ,0,1010.95,32.17,78.53,27865.1,270.69,505,7,0.25,,,
20240505071016 ,0,1011.12,31.65,81.89,15442.17,53.6,505,7,0.25,,,
20240505072016 ,0,1011.28,31.35,82.22,15997.08,70.84,505,7,0.25,,,
20240505073016 ,0,1011.39,36.58,67.85,55945.72,714.87,505,7,0.25,,,
20240505074016 ,0,1011.45,36.97,61.93,26216.09,150.49,505,7,0.25,,,
20240505075016 ,0,1011.7,35.55,63.1,53899.91,658.08,505,7,0.25,,,
20240505080016 ,0,1011.8,35.29,65.35,49138.06,529.62,505,8,0.25,,,
20240505081016 ,0,1011.88,31.84,82.6,27299.83,157.59,505,8,0.25,,,
20240505082016 ,0,1011.87,30.92,87.88,26797.66,161.09,505,8,0.25,,,
20240505083016 ,0,1011.86,33.33,78.67,55717.14,574,505,8,0.25,,,
20240505084016 ,0,1012.04,32.54,80.44,25099.17,137.93,505,8,0.25,,,
20240505085016 ,0,1012.17,30.89,87.95,21486.25,98.85,505,8,0.25,,,
20240506070016 ,0,1011.28,42.6,44.46,52232.46,844.28,506,7,0.25,,,
